"Dist Code","Year","State Code","State Name","Dist Name","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)"
"56","1987","20","Telangana","Nizamabad","2.0","1.0","500.0"
"56","1988","20","Telangana","Nizamabad","2.8","3.5","1250.0"
"56","1989","20","Telangana","Nizamabad","2.5","1.9","760.0"
"56","1990","20","Telangana","Nizamabad","1.39","1.31","942.45"
"56","1991","20","Telangana","Nizamabad","1.12","0.94","839.29"
"56","1992","20","Telangana","Nizamabad","1.24","1.55","1250.0"
"56","1993","20","Telangana","Nizamabad","2.0","1.0","500.0"
"56","1994","20","Telangana","Nizamabad","2.0","2.0","1000.0"
"56","1995","20","Telangana","Nizamabad","1.0","2.0","2000.0"
"56","1996","20","Telangana","Nizamabad","2.0","2.0","1000.0"
"56","1997","20","Telangana","Nizamabad","2.0","1.0","500.0"
"56","1998","20","Telangana","Nizamabad","2.0","1.0","500.0"
"56","1999","20","Telangana","Nizamabad","1.64","0.88","536.59"
"56","2000","20","Telangana","Nizamabad","2.61","1.49","570.88"
"56","2001","20","Telangana","Nizamabad","2.01","1.22","606.97"
"56","2002","20","Telangana","Nizamabad","2.0","2.0","1000.0"
"56","2003","20","Telangana","Nizamabad","1.39","0.64","460.43"
"56","2004","20","Telangana","Nizamabad","1.26","0.88","698.41"
"56","2005","20","Telangana","Nizamabad","1.95","1.6","820.51"
"56","2006","20","Telangana","Nizamabad","1.55","1.74","1122.58"
"56","2007","20","Telangana","Nizamabad","1.75","2.19","1251.43"
"56","2008","20","Telangana","Nizamabad","1.3","1.78","1369.23"
"56","2009","20","Telangana","Nizamabad","1.68","1.83","1089.29"
"56","2010","20","Telangana","Nizamabad","1.67","2.18","1305.39"
"56","2011","20","Telangana","Nizamabad","1.42","1.88","1323.94"
"56","2012","20","Telangana","Nizamabad","1.27","1.86","1464.57"
"56","2013","20","Telangana","Nizamabad","1.17","1.71","1461.54"
"56","2014","20","Telangana","Nizamabad","1.2","1.97","1641.67"
"56","2015","20","Telangana","Nizamabad","0.81","1.89","2333.33"
"56","2016","20","Telangana","Nizamabad","0.75","0.68","905.96"
"56","2017","20","Telangana","Nizamabad","0.54","0.98","1828.36"
"57","1966","20","Telangana","Medak","3.0","1.0","333.33"
"57","1967","20","Telangana","Medak","3.0","1.0","333.33"
"57","1968","20","Telangana","Medak","2.9","1.0","344.83"
"57","1969","20","Telangana","Medak","3.5","0.9","257.14"
"57","1970","20","Telangana","Medak","4.4","3.0","681.82"
"57","1971","20","Telangana","Medak","4.7","2.8","595.74"
"57","1972","20","Telangana","Medak","3.7","1.6","432.43"
"57","1973","20","Telangana","Medak","4.6","2.0","434.78"
"57","1974","20","Telangana","Medak","4.2","3.4","809.52"
"57","1975","20","Telangana","Medak","5.3","4.1","773.58"
"57","1976","20","Telangana","Medak","4.4","2.7","613.64"
"57","1977","20","Telangana","Medak","3.7","2.2","594.59"
"57","1978","20","Telangana","Medak","4.5","2.8","622.22"
"57","1979","20","Telangana","Medak","4.0","2.0","500.0"
"57","1980","20","Telangana","Medak","3.0","2.0","666.67"
"57","1981","20","Telangana","Medak","3.0","2.0","666.67"
"57","1982","20","Telangana","Medak","2.8","2.0","714.29"
"57","1983","20","Telangana","Medak","2.9","1.5","517.24"
"57","1984","20","Telangana","Medak","1.8","0.7","388.89"
"57","1985","20","Telangana","Medak","2.9","1.4","482.76"
"57","1986","20","Telangana","Medak","2.0","1.0","500.0"
"57","1987","20","Telangana","Medak","3.0","1.0","333.33"
"57","1988","20","Telangana","Medak","1.8","0.9","500.0"
"57","1989","20","Telangana","Medak","2.6","1.7","653.85"
"57","1990","20","Telangana","Medak","1.96","1.33","678.57"
"57","1991","20","Telangana","Medak","1.82","1.53","840.66"
"57","1992","20","Telangana","Medak","2.49","1.24","497.99"
"57","1993","20","Telangana","Medak","3.0","1.0","333.33"
"57","1994","20","Telangana","Medak","2.0","2.0","1000.0"
"57","1995","20","Telangana","Medak","2.0","2.0","1000.0"
"57","1996","20","Telangana","Medak","4.0","0.0","0.0"
"57","1997","20","Telangana","Medak","3.0","2.0","666.67"
"57","1998","20","Telangana","Medak","4.0","2.0","500.0"
"57","1999","20","Telangana","Medak","4.05","2.82","696.3"
"57","2000","20","Telangana","Medak","3.83","2.18","569.19"
"57","2001","20","Telangana","Medak","3.89","2.05","526.99"
"57","2002","20","Telangana","Medak","3.0","4.0","1333.33"
"57","2003","20","Telangana","Medak","3.42","2.1","614.04"
"57","2004","20","Telangana","Medak","2.4","1.74","725.0"
"57","2005","20","Telangana","Medak","2.44","4.19","1717.21"
"57","2006","20","Telangana","Medak","2.93","3.4","1160.41"
"57","2007","20","Telangana","Medak","3.34","3.45","1032.93"
"57","2008","20","Telangana","Medak","3.08","3.87","1256.49"
"57","2009","20","Telangana","Medak","2.95","2.57","871.19"
"57","2010","20","Telangana","Medak","2.76","3.59","1300.72"
"57","2011","20","Telangana","Medak","2.54","3.41","1342.52"
"57","2012","20","Telangana","Medak","2.44","2.27","930.33"
"57","2013","20","Telangana","Medak","2.12","1.71","806.6"
"57","2014","20","Telangana","Medak","1.25","0.93","744.0"
"57","2015","20","Telangana","Medak","1.21","0.91","752.07"
"57","2016","20","Telangana","Medak","1.1","1.22","1106.05"
"57","2017","20","Telangana","Medak","0.72","0.82","1133.22"
"58","1966","20","Telangana","Mahabubnagar","0.9","0.1","111.11"
"58","1967","20","Telangana","Mahabubnagar","1.3","0.2","153.85"
"58","1968","20","Telangana","Mahabubnagar","1.1","0.0","0.0"
"58","1969","20","Telangana","Mahabubnagar","1.8","0.3","166.67"
"58","1970","20","Telangana","Mahabubnagar","1.4","0.6","428.57"
"58","1971","20","Telangana","Mahabubnagar","1.1","0.5","454.55"
"58","1972","20","Telangana","Mahabubnagar","1.3","0.7","538.46"
"58","1973","20","Telangana","Mahabubnagar","1.5","0.9","600.0"
"58","1974","20","Telangana","Mahabubnagar","1.6","0.8","500.0"
"58","1975","20","Telangana","Mahabubnagar","1.2","1.0","833.33"
"58","1976","20","Telangana","Mahabubnagar","1.5","0.6","400.0"
"58","1977","20","Telangana","Mahabubnagar","1.5","0.6","400.0"
"58","1978","20","Telangana","Mahabubnagar","1.2","0.6","500.0"
"58","1979","20","Telangana","Mahabubnagar","1.0","1.0","1000.0"
"58","1980","20","Telangana","Mahabubnagar","1.0","1.0","1000.0"
"58","1981","20","Telangana","Mahabubnagar","1.0","1.0","1000.0"
"58","1982","20","Telangana","Mahabubnagar","1.3","0.5","384.62"
"58","1983","20","Telangana","Mahabubnagar","1.2","0.5","416.67"
"58","1984","20","Telangana","Mahabubnagar","1.0","0.5","500.0"
"58","1985","20","Telangana","Mahabubnagar","0.7","0.3","428.57"
"58","1986","20","Telangana","Mahabubnagar","0.6","0.3","500.0"
"58","1987","20","Telangana","Mahabubnagar","1.0","1.0","1000.0"
"58","1988","20","Telangana","Mahabubnagar","0.3","0.1","333.33"
"58","1989","20","Telangana","Mahabubnagar","0.4","0.3","750.0"
"58","1990","20","Telangana","Mahabubnagar","0.38","0.35","921.05"
"58","1991","20","Telangana","Mahabubnagar","0.28","0.23","821.43"
"58","1992","20","Telangana","Mahabubnagar","0.28","0.22","785.71"
"58","1993","20","Telangana","Mahabubnagar","0.0","0.0","0.0"
"58","1994","20","Telangana","Mahabubnagar","0.0","0.0","0.0"
"58","1995","20","Telangana","Mahabubnagar","0.0","0.0","0.0"
"58","1996","20","Telangana","Mahabubnagar","0.0","2.0","0.0"
"58","1997","20","Telangana","Mahabubnagar","0.0","0.0","0.0"
"58","1998","20","Telangana","Mahabubnagar","0.0","0.0","0.0"
"58","1999","20","Telangana","Mahabubnagar","0.14","0.09","642.86"
"58","2000","20","Telangana","Mahabubnagar","0.32","0.18","562.5"
"58","2001","20","Telangana","Mahabubnagar","0.22","0.15","681.82"
"58","2002","20","Telangana","Mahabubnagar","0.0","0.0","0.0"
"58","2003","20","Telangana","Mahabubnagar","0.23","0.14","608.7"
"58","2004","20","Telangana","Mahabubnagar","0.3","0.16","533.33"
"58","2005","20","Telangana","Mahabubnagar","0.17","0.14","823.53"
"58","2006","20","Telangana","Mahabubnagar","0.06","0.06","1000.0"
"58","2007","20","Telangana","Mahabubnagar","0.07","0.07","1000.0"
"58","2008","20","Telangana","Mahabubnagar","0.04","0.05","1250.0"
"58","2009","20","Telangana","Mahabubnagar","0.07","0.07","1000.0"
"58","2010","20","Telangana","Mahabubnagar","0.03","0.04","1333.33"
"58","2011","20","Telangana","Mahabubnagar","0.02","0.02","1000.0"
"58","2012","20","Telangana","Mahabubnagar","0.01","0.01","1000.0"
"58","2013","20","Telangana","Mahabubnagar","0.01","0.01","1000.0"
"58","2014","20","Telangana","Mahabubnagar","0.0","0.0","0.0"
"58","2015","20","Telangana","Mahabubnagar","0.0","0.0","0.0"
"58","2016","20","Telangana","Mahabubnagar","0.03","0.04","1251.7"
"58","2017","20","Telangana","Mahabubnagar","0.02","0.03","1366.34"
"59","1966","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1967","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1968","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1969","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1970","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1971","20","Telangana","Nalgonda","0.1","0.0","0.0"
"59","1972","20","Telangana","Nalgonda","0.4","0.1","250.0"
"59","1973","20","Telangana","Nalgonda","0.1","0.0","0.0"
"59","1974","20","Telangana","Nalgonda","0.1","0.0","0.0"
"59","1975","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1976","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1977","20","Telangana","Nalgonda","0.1","0.0","0.0"
"59","1978","20","Telangana","Nalgonda","0.1","0.0","0.0"
"59","1979","20","Telangana","Nalgonda","0.1","0.1","1000.0"
"59","1980","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1981","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1982","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1983","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1984","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1985","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1986","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1987","20","Telangana","Nalgonda","0.1","0.0","0.0"
"59","1988","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1989","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1990","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1991","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1992","20","Telangana","Nalgonda","0.02","0.01","500.0"
"59","1993","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1994","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1995","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1996","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1997","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1998","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","1999","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","2000","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","2001","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","2002","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","2003","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","2004","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","2005","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","2006","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","2007","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","2008","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","2009","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","2010","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","2011","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","2012","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","2013","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","2014","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","2015","20","Telangana","Nalgonda","0.0","0.0","0.0"
"59","2016","20","Telangana","Nalgonda","0.01","0.01","1200.0"
"59","2017","20","Telangana","Nalgonda","0.0","0.0","0.0"
"60","1966","20","Telangana","Warangal","0.2","0.2","1000.0"
"60","1967","20","Telangana","Warangal","0.0","0.0","0.0"
"60","1968","20","Telangana","Warangal","0.3","0.1","333.33"
"60","1969","20","Telangana","Warangal","0.4","0.1","250.0"
"60","1970","20","Telangana","Warangal","0.5","0.1","200.0"
"60","1971","20","Telangana","Warangal","0.4","0.1","250.0"
"60","1972","20","Telangana","Warangal","0.7","0.2","285.71"
"60","1973","20","Telangana","Warangal","0.4","0.2","500.0"
"60","1974","20","Telangana","Warangal","0.4","0.3","750.0"
"60","1975","20","Telangana","Warangal","0.6","0.5","833.33"
"60","1976","20","Telangana","Warangal","0.5","0.3","600.0"
"60","1977","20","Telangana","Warangal","0.4","0.2","500.0"
"60","1978","20","Telangana","Warangal","0.4","0.2","500.0"
"60","1979","20","Telangana","Warangal","0.5","0.3","600.0"
"60","1980","20","Telangana","Warangal","0.4","0.2","500.0"
"60","1981","20","Telangana","Warangal","0.2","0.2","1000.0"
"60","1982","20","Telangana","Warangal","0.3","0.3","1000.0"
"60","1983","20","Telangana","Warangal","0.3","0.2","666.67"
"60","1984","20","Telangana","Warangal","0.1","0.1","1000.0"
"60","1985","20","Telangana","Warangal","0.1","0.0","0.0"
"60","1986","20","Telangana","Warangal","0.1","0.1","1000.0"
"60","1987","20","Telangana","Warangal","0.0","0.0","0.0"
"60","1988","20","Telangana","Warangal","0.1","0.0","0.0"
"60","1989","20","Telangana","Warangal","0.1","0.1","1000.0"
"60","1990","20","Telangana","Warangal","0.04","0.04","1000.0"
"60","1991","20","Telangana","Warangal","0.14","0.12","857.14"
"60","1992","20","Telangana","Warangal","0.05","0.04","800.0"
"60","1993","20","Telangana","Warangal","0.0","0.0","0.0"
"60","1994","20","Telangana","Warangal","0.0","0.0","0.0"
"60","1995","20","Telangana","Warangal","0.0","0.0","0.0"
"60","1996","20","Telangana","Warangal","0.0","0.0","0.0"
"60","1997","20","Telangana","Warangal","0.0","0.0","0.0"
"60","1998","20","Telangana","Warangal","0.0","0.0","0.0"
"60","1999","20","Telangana","Warangal","0.06","0.04","666.67"
"60","2000","20","Telangana","Warangal","0.01","0.01","1000.0"
"60","2001","20","Telangana","Warangal","0.02","0.02","1000.0"
"60","2002","20","Telangana","Warangal","0.0","0.0","0.0"
"60","2003","20","Telangana","Warangal","0.05","0.03","600.0"
"60","2004","20","Telangana","Warangal","0.05","0.02","400.0"
"60","2005","20","Telangana","Warangal","0.04","0.03","750.0"
"60","2006","20","Telangana","Warangal","0.05","0.04","800.0"
"60","2007","20","Telangana","Warangal","0.01","0.01","1000.0"
"60","2008","20","Telangana","Warangal","0.0","0.0","0.0"
"60","2009","20","Telangana","Warangal","0.0","0.0","0.0"
"60","2010","20","Telangana","Warangal","0.02","0.03","1500.0"
"60","2011","20","Telangana","Warangal","0.0","0.0","0.0"
"60","2012","20","Telangana","Warangal","0.0","0.0","0.0"
"60","2013","20","Telangana","Warangal","0.0","0.0","0.0"
"60","2014","20","Telangana","Warangal","0.0","0.0","0.0"
"60","2015","20","Telangana","Warangal","0.0","0.0","0.0"
"60","2016","20","Telangana","Warangal","0.0","0.0","1125.0"
"60","2017","20","Telangana","Warangal","0.0","0.0","1428.57"
"61","1966","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1967","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1968","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1969","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1970","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1971","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1972","20","Telangana","Khammam","0.1","0.0","0.0"
"61","1973","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1974","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1975","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1976","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1977","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1978","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1979","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1980","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1981","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1982","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1983","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1984","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1985","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1986","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1987","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1988","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1989","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1990","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1991","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1992","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1993","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1994","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1995","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1996","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1997","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1998","20","Telangana","Khammam","0.0","0.0","0.0"
"61","1999","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2000","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2001","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2002","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2003","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2004","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2005","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2006","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2007","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2008","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2009","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2010","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2011","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2012","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2013","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2014","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2015","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2016","20","Telangana","Khammam","0.0","0.0","0.0"
"61","2017","20","Telangana","Khammam","0.0","0.0","0.0"
"62","1966","20","Telangana","Karimnagar","0.5","0.1","200.0"
"62","1967","20","Telangana","Karimnagar","0.4","0.1","250.0"
"62","1968","20","Telangana","Karimnagar","0.4","0.1","250.0"
"62","1969","20","Telangana","Karimnagar","0.7","0.2","285.71"
"62","1970","20","Telangana","Karimnagar","0.9","0.5","555.56"
"62","1971","20","Telangana","Karimnagar","0.7","0.4","571.43"
"62","1972","20","Telangana","Karimnagar","0.9","0.5","555.56"
"62","1973","20","Telangana","Karimnagar","0.7","0.5","714.29"
"62","1974","20","Telangana","Karimnagar","0.5","0.4","800.0"
"62","1975","20","Telangana","Karimnagar","0.7","0.6","857.14"
"62","1976","20","Telangana","Karimnagar","0.6","0.3","500.0"
"62","1977","20","Telangana","Karimnagar","0.5","0.3","600.0"
"62","1978","20","Telangana","Karimnagar","0.5","0.3","600.0"
"62","1979","20","Telangana","Karimnagar","0.5","0.2","400.0"
"62","1980","20","Telangana","Karimnagar","0.4","0.3","750.0"
"62","1981","20","Telangana","Karimnagar","0.5","0.4","800.0"
"62","1982","20","Telangana","Karimnagar","0.4","0.3","750.0"
"62","1983","20","Telangana","Karimnagar","0.3","0.2","666.67"
"62","1984","20","Telangana","Karimnagar","0.4","0.3","750.0"
"62","1985","20","Telangana","Karimnagar","0.3","0.2","666.67"
"62","1986","20","Telangana","Karimnagar","0.2","0.1","500.0"
"62","1987","20","Telangana","Karimnagar","0.3","0.1","333.33"
"62","1988","20","Telangana","Karimnagar","0.4","0.2","500.0"
"62","1989","20","Telangana","Karimnagar","0.3","0.2","666.67"
"62","1990","20","Telangana","Karimnagar","0.38","0.35","921.05"
"62","1991","20","Telangana","Karimnagar","0.26","0.22","846.15"
"62","1992","20","Telangana","Karimnagar","0.3","0.23","766.67"
"62","1993","20","Telangana","Karimnagar","0.0","0.0","0.0"
"62","1994","20","Telangana","Karimnagar","0.0","0.0","0.0"
"62","1995","20","Telangana","Karimnagar","0.0","0.0","0.0"
"62","1996","20","Telangana","Karimnagar","0.0","0.0","0.0"
"62","1997","20","Telangana","Karimnagar","0.0","0.0","0.0"
"62","1998","20","Telangana","Karimnagar","0.0","0.0","0.0"
"62","1999","20","Telangana","Karimnagar","0.16","0.11","687.5"
"62","2000","20","Telangana","Karimnagar","0.17","0.1","588.24"
"62","2001","20","Telangana","Karimnagar","0.15","0.11","733.33"
"62","2002","20","Telangana","Karimnagar","0.0","0.0","0.0"
"62","2003","20","Telangana","Karimnagar","0.15","0.09","600.0"
"62","2004","20","Telangana","Karimnagar","0.07","0.03","428.57"
"62","2005","20","Telangana","Karimnagar","0.1","0.08","800.0"
"62","2006","20","Telangana","Karimnagar","0.06","0.06","1000.0"
"62","2007","20","Telangana","Karimnagar","0.11","0.11","1000.0"
"62","2008","20","Telangana","Karimnagar","0.01","0.02","2000.0"
"62","2009","20","Telangana","Karimnagar","0.0","0.0","0.0"
"62","2010","20","Telangana","Karimnagar","0.01","0.01","1000.0"
"62","2011","20","Telangana","Karimnagar","0.02","0.02","1000.0"
"62","2012","20","Telangana","Karimnagar","0.01","0.01","1000.0"
"62","2013","20","Telangana","Karimnagar","0.0","0.0","0.0"
"62","2014","20","Telangana","Karimnagar","0.0","0.0","0.0"
"62","2015","20","Telangana","Karimnagar","0.0","0.0","0.0"
"62","2016","20","Telangana","Karimnagar","0.0","0.0","1125.0"
"62","2017","20","Telangana","Karimnagar","0.0","0.0","1428.57"
"63","1966","20","Telangana","Adilabad","3.0","1.0","333.33"
"63","1967","20","Telangana","Adilabad","3.0","1.0","333.33"
"63","1968","20","Telangana","Adilabad","2.6","1.0","384.62"
"63","1969","20","Telangana","Adilabad","3.6","1.2","333.33"
"63","1970","20","Telangana","Adilabad","3.0","1.8","600.0"
"63","1971","20","Telangana","Adilabad","2.9","1.4","482.76"
"63","1972","20","Telangana","Adilabad","2.4","0.8","333.33"
"63","1973","20","Telangana","Adilabad","3.2","1.6","500.0"
"63","1974","20","Telangana","Adilabad","3.2","1.9","593.75"
"63","1975","20","Telangana","Adilabad","4.6","2.0","434.78"
"63","1976","20","Telangana","Adilabad","3.7","1.5","405.41"
"63","1977","20","Telangana","Adilabad","3.0","1.3","433.33"
"63","1978","20","Telangana","Adilabad","3.4","1.4","411.76"
"63","1979","20","Telangana","Adilabad","2.0","1.0","500.0"
"63","1980","20","Telangana","Adilabad","2.7","2.0","740.74"
"63","1981","20","Telangana","Adilabad","2.0","1.0","500.0"
"63","1982","20","Telangana","Adilabad","2.4","1.7","708.33"
"63","1983","20","Telangana","Adilabad","2.0","1.2","600.0"
"63","1984","20","Telangana","Adilabad","2.3","1.4","608.7"
"63","1985","20","Telangana","Adilabad","2.3","1.5","652.17"
"63","1986","20","Telangana","Adilabad","3.0","1.0","333.33"
"63","1987","20","Telangana","Adilabad","2.7","0.3","111.11"
"63","1988","20","Telangana","Adilabad","2.8","1.1","392.86"
"63","1989","20","Telangana","Adilabad","3.1","2.7","870.97"
"63","1990","20","Telangana","Adilabad","2.44","3.41","1397.54"
"63","1991","20","Telangana","Adilabad","1.47","1.64","1115.65"
"63","1992","20","Telangana","Adilabad","2.85","2.69","943.86"
"63","1993","20","Telangana","Adilabad","3.0","2.0","666.67"
"63","1994","20","Telangana","Adilabad","4.0","2.0","500.0"
"63","1995","20","Telangana","Adilabad","4.0","3.0","750.0"
"63","1996","20","Telangana","Adilabad","3.0","1.0","333.33"
"63","1997","20","Telangana","Adilabad","3.0","2.0","666.67"
"63","1998","20","Telangana","Adilabad","3.0","2.0","666.67"
"63","1999","20","Telangana","Adilabad","3.96","2.66","671.72"
"63","2000","20","Telangana","Adilabad","3.68","1.85","502.72"
"63","2001","20","Telangana","Adilabad","3.72","3.33","895.16"
"63","2002","20","Telangana","Adilabad","3.0","4.0","1333.33"
"63","2003","20","Telangana","Adilabad","3.84","2.3","598.96"
"63","2004","20","Telangana","Adilabad","2.9","0.84","289.66"
"63","2005","20","Telangana","Adilabad","3.92","1.34","341.84"
"63","2006","20","Telangana","Adilabad","3.22","2.51","779.5"
"63","2007","20","Telangana","Adilabad","0.93","0.95","1021.51"
"63","2008","20","Telangana","Adilabad","7.18","8.35","1162.95"
"63","2009","20","Telangana","Adilabad","3.39","4.57","1348.08"
"63","2010","20","Telangana","Adilabad","4.05","5.2","1283.95"
"63","2011","20","Telangana","Adilabad","3.28","4.33","1320.12"
"63","2012","20","Telangana","Adilabad","3.59","4.05","1128.13"
"63","2013","20","Telangana","Adilabad","3.17","4.0","1261.83"
"63","2014","20","Telangana","Adilabad","3.0","3.56","1186.67"
"63","2015","20","Telangana","Adilabad","2.73","13.33","4882.78"
"63","2016","20","Telangana","Adilabad","3.34","5.24","1570.74"
"63","2017","20","Telangana","Adilabad","2.76","3.78","1370.16"
"64","1966","5","Karnataka","Bangalore","0.0","0.0","0.0"
"64","1967","5","Karnataka","Bangalore","0.0","0.0","0.0"
"64","1968","5","Karnataka","Bangalore","0.4","0.0","0.0"
"64","1969","5","Karnataka","Bangalore","0.8","1.4","1750.0"
"64","1970","5","Karnataka","Bangalore","0.1","0.2","2000.0"
"64","1971","5","Karnataka","Bangalore","0.6","1.6","2666.67"
"64","1972","5","Karnataka","Bangalore","0.1","0.1","1000.0"
"64","1973","5","Karnataka","Bangalore","0.4","0.9","2250.0"
"64","1974","5","Karnataka","Bangalore","0.5","1.1","2200.0"
"64","1975","5","Karnataka","Bangalore","0.6","0.7","1166.67"
"64","1976","5","Karnataka","Bangalore","0.5","0.8","1600.0"
"64","1977","5","Karnataka","Bangalore","0.6","0.7","1166.67"
"64","1978","5","Karnataka","Bangalore","0.4","0.6","1500.0"
"64","1979","5","Karnataka","Bangalore","0.4","0.6","1500.0"
"64","1980","5","Karnataka","Bangalore","0.3","0.4","1333.33"
"64","1981","5","Karnataka","Bangalore","0.3","0.5","1666.67"
"64","1982","5","Karnataka","Bangalore","0.3","0.4","1333.33"
"64","1983","5","Karnataka","Bangalore","0.2","0.3","1500.0"
"64","1984","5","Karnataka","Bangalore","0.3","0.4","1333.33"
"64","1985","5","Karnataka","Bangalore","0.2","0.2","1000.0"
"64","1986","5","Karnataka","Bangalore","0.2","0.2","1000.0"
"64","1987","5","Karnataka","Bangalore","0.1","0.1","1000.0"
"64","1988","5","Karnataka","Bangalore","0.1","0.1","1000.0"
"64","1989","5","Karnataka","Bangalore","0.1","0.1","1000.0"
"64","1990","5","Karnataka","Bangalore","0.03","0.03","1000.0"
"64","1991","5","Karnataka","Bangalore","0.02","0.03","1500.0"
"64","1992","5","Karnataka","Bangalore","0.01","0.01","1000.0"
"64","1993","5","Karnataka","Bangalore","0.01","0.01","1000.0"
"64","1994","5","Karnataka","Bangalore","0.0","0.0","0.0"
"64","1995","5","Karnataka","Bangalore","0.0","0.01","0.0"
"64","1996","5","Karnataka","Bangalore","0.01","0.02","2000.0"
"64","1997","5","Karnataka","Bangalore","0.0","0.0","0.0"
"64","1998","5","Karnataka","Bangalore","0.0","0.0","0.0"
